mId	sId
13286	15328
13287	15330
13287	24375
13288	15334
13289	15335
13289	22116
13290	15336
13291	15338
13292	15339
13293	15340
13294	15341
13294	19663
13295	15343
13296	15344
13297	15346
13297	23364
13297	38521
13298	15347
13299	15348
13300	15349
13301	15350
13302	15351
13303	15352
13303	26019
13304	15354
13305	15355
13306	15356
13306	58921
13307	15357
13307	18218
13307	50967
13308	15358
13309	15359
13310	15360
13311	15361
13312	15363
13313	15364
13314	15365
13315	15366
13315	17710
13316	15367
13317	15368
13317	47290
13318	15369
13319	15370
13320	15371
13321	15372
13322	15374
13322	53245
13323	15375
13324	15376
13325	15377
13325	28213
13325	32296
13325	33156
13326	15378
13327	15379
13328	15380
13329	15382
13329	44777
13330	15383
13330	52711
13331	15384
13332	15385
13333	15389
13334	15390
13335	15391
13336	15392
13336	35038
13336	51666
13337	15393
13337	28554
13338	15394
13338	36529
13339	15395
13340	15396
13341	15397
13341	50775
13342	15398
13343	15399
13344	15400
13345	15401
13346	15402
13347	15405
13347	24427
13348	15406
13348	17603
13348	33261
13349	15407
13350	15408
13350	51136
13351	15409
13352	15410
13353	15411
13353	36336
13353	48280
13354	15412
13355	15413
13356	15414
13357	15415
13358	15416
13358	40014
13358	48077
13359	15417
13360	15418
13361	15419
13361	26423
13362	15421
13362	29799
13362	55146
13363	15423
13364	15426
13365	15428
13365	17649
13365	27987
13365	52295
13366	15429
13367	15430
13368	15431
13369	15432
13370	15433
13371	15434
13372	15435
13372	45295
13373	15436
13373	21237
13374	15437
13374	45392
13375	15439
13376	15440
13377	15441
13378	15443
13378	20307
13379	15444
13380	15445
13381	15446
13382	15447
13383	15449
13383	21038
13384	15450
13385	15451
13386	15452
13387	15456
13388	15457
13389	15458
13390	15459
13391	15461
13391	43766
13392	15462
13392	44691
13393	15463
13394	15464
13395	15465
13396	15466
13396	26362
13397	15467
13398	15468
13398	35649
13399	15469
13399	38762
13400	15470
13401	15472
13401	27229
13401	51845
13402	15473
13403	15474
13403	25021
13404	15475
13404	22975
13404	29257
13405	15476
13406	15477
13407	15479
13408	15480
13409	15481
13410	15482
13410	36150
13410	55014
13411	15485
13412	15486
13413	15487
13414	15488
13415	15489
13416	15490
13416	31801
13417	15491
13418	15492
13419	15493
13420	15495
13421	15496
13422	15497
13423	15498
13424	15499
13425	15500
13426	15501
13427	15502
13428	15503
13429	15504
13430	15505
13431	15506
13432	15507
13433	15508
13434	15509
13435	15511
13436	15513
13436	39757
13437	15514
13438	15515
13439	15516
13440	15517
13441	15518
13442	15519
13443	15520
13444	15521
13445	15522
13446	15526
13447	15527
13447	29560
13447	48734
13448	15528
13449	15529
13449	35776
13450	15531
13451	15533
13452	15534
13453	15535
13453	40078
13454	15536
13455	15537
13455	48050
13456	15538
13457	15539
13458	15540
13458	37500
13458	54722
13459	15541
13460	15543
13461	15546
13462	15547
13462	38567
13463	15548
13464	15549
13465	15550
13466	15552
13467	15553
13468	15554
13469	15555
13470	15556
13471	15557
13472	15558
13473	15559
13473	52392
13474	15560
13474	24619
13474	35909
13474	37531
13475	15561
13476	15563
13476	19780
13477	15564
13478	15566
13479	15568
13480	15569
13481	15570
13481	19929
13482	15571
13483	15572
13484	15573
13484	26493
13485	15574
13486	15575
13487	15577
13488	15578
13489	15579
13490	15580
13491	15581
13492	15583
13493	15584
13494	15585
13494	23064
13495	15586
13496	15587
13496	39239
13497	15588
13497	37236
13498	15589
13499	15591
13499	21820
13500	15592
13500	20079
13500	22144
13501	15594
13502	15595
13503	15596
13504	15597
13505	15598
13506	15602
13507	15603
13507	31103
13507	49789
13508	15604
13509	15606
13510	15607
13511	15609
13512	15610
13513	15611
13514	15612
13515	15613
13515	21242
13516	15614
13517	15615
13517	22505
13518	15616
13519	15617
13520	15618
13521	15619
13522	15620
13523	15621
13523	36901
13524	15623
13525	15624
13526	15625
13527	15626
13528	15627
13529	15629
13530	15630
13531	15634
13531	23169
13532	15635
13533	15636
13533	45971
13534	15637
13534	18071
13534	52897
13535	15638
13536	15639
13537	15640
13538	15641
13539	15642
13540	15643
13540	55606
13541	15644
13541	40538
13542	15645
13543	15646
13543	58924
13544	15647
13545	15648
13546	15649
13547	15650
13547	37272
13548	15651
13549	15652
13550	15654
13551	15655
13552	15658
13553	15659
13554	15661
13555	15663
13556	15664
13556	59839
13557	15665
13558	15666
13559	15667
13560	15668
13561	15669
13562	15670
13563	15672
13564	15673
13565	15674
13566	15675
13567	15676
13568	15677
13569	15678
13570	15679
13571	15680
13572	15682
13573	15683
13574	15684
13575	15688
13576	15689
13576	35558
13576	38543
13576	42978
13577	15691
13578	15692
13579	15693
13580	15694
13581	15695
13582	15696
13582	36993
13583	15697
13584	15698
13585	15699
13585	36235
13586	15700
13587	15702
13588	15704
13589	15705
13590	15706
13591	15707
13592	15708
13592	16573
13593	15709
13594	15710
13595	15711
13596	15712
13597	15713
13598	15714
13599	15715
13600	15716
13600	25588
13601	15717
13601	17295
13602	15718
13603	15719
13603	41979
13604	15720
13605	15722
13606	15723
13607	15724
13608	15725
13608	43962
13609	15726
13610	15727
13611	15728
13612	15729
13612	40600
13613	15730
13613	34032
13613	43583
13614	15731
13615	15734
13616	15735
13617	15736
13618	15737
13619	15739
13620	15740
13621	15741
13622	15742
13623	15744
13623	36302
13623	50786
13624	15745
13624	48789
13625	15746
13626	15747
13627	15748
13627	17784
13627	54648
13628	15749
13628	41898
13629	15750
13630	15751
13630	40750
13631	15752
13632	15753
13633	15754
13634	15755
13635	15756
13636	15757
13637	15758
13638	15759
13638	25257
13639	15760
13640	15761
13641	15762
13642	15763
13643	15764
13643	28669
13643	41683
13644	15765
13644	34554
13645	15766
13646	15767
13646	47288
13647	15768
13647	23635
13647	45332
13648	15769
13648	29247
13649	15770
13650	15771
13651	15772
13652	15774
13652	59955
13653	15775
13654	15776
13655	15778
13655	38619
13656	15779
13657	15781
13657	47413
13658	15782
13659	15783
13660	15784
13660	42244
13661	15785
13662	15786
13662	30081
13663	15787
13664	15788
13665	15789
13666	15790
13666	16812
13666	43155
13667	15792
13668	15793
13669	15794
13670	15795
13671	15796
13671	57424
13672	15797
13673	15798
13674	15799
13675	15800
13676	15802
13677	15803
13678	15805
13679	15806
13680	15807
13681	15808
13682	15810
13683	15811
13684	15812
13685	15813
13686	15814
13687	15815
13688	15816
13688	25968
13688	36254
13689	15817
13689	25071
13689	28163
13689	54185
13690	15818
13690	24926
13691	15819
13692	15820
13692	46581
13693	15822
13694	15823
13695	15824
13696	15825
13697	15826
13698	15827
13698	42214
13699	15828
13700	15829
13700	40432
13701	15830
13702	15831
13703	15832
13703	47355
13703	58953
13704	15834
13705	15835
13706	15836
13707	15838
13708	15839
13709	15840
13710	15842
13711	15843
13712	15844
13712	34432
13712	39335
13713	15845
13714	15846
13715	15847
13716	15848
13717	15849
13718	15851
13719	15852
13720	15853
13721	15854
13722	15855
13722	28854
13723	15856
13724	15857
13725	15858
13726	15859
13726	31641
13727	15860
13728	15861
13729	15862
13730	15864
13731	15865
13731	20398
13731	44014
13732	15866
13733	15867
13733	36460
13734	15868
13735	15869
13736	15870
13737	15871
13737	20827
13738	15875
13739	15877
13739	27661
13740	15879
13741	15880
13742	15883
13743	15884
13744	15885
13745	15887
13745	59934
13746	15888
13747	15889
13748	15891
13749	15892
13750	15893
13751	15894
13752	15895
13753	15896
13754	15897
13755	15900
13755	23772
13756	15901
13757	15902
13758	15903
13759	15904
13759	37742
13760	15905
13760	23449
13761	15906
13761	16112
13762	15907
13763	15909
13763	59572
13764	15910
13765	15912
13766	15913
13767	15914
13768	15916
13769	15917
13769	37293
13770	15919
13771	15920
13772	15922
13773	15923
13773	48609
13774	15925
13775	15926
13776	15927
13777	15928
13778	15930
13779	15931
13780	15932
13781	15934
13782	15935
13782	43572
13783	15937
13784	15938
13784	37079
13784	37142
13784	58020
13785	15940
13786	15941
13786	54990
13787	15944
13788	15945
13789	15947
13790	15948
13790	53111
13791	15949
13791	48690
13792	15950
13793	15951
13793	57269
13794	15952
13795	15954
13796	15956
13797	15957
13797	28007
13797	50696
13798	15960
13799	15961
13799	28425
13800	15962
13801	15963
13802	15965
13803	15966
13803	38950
13803	50023
13804	15969
13805	15970
13806	15971
13807	15972
13808	15973
13808	16258
13809	15974
13810	15975
13811	15976
13812	15977
13813	15978
13814	15979
13814	54780
13815	15980
13816	15981
13817	15982
13818	15984
13819	15987
13820	15988
13820	20289
13821	15989
13822	15990
13823	15991
13823	17763
13824	15992
13825	15993
13826	15994
13827	15995
13828	15997
13829	16000
13830	16001
13831	16002
13832	16003
13832	29091
13833	16004
13834	16005
13834	33605
13835	16006
13836	16007
13837	16008
13838	16009
13838	18356
13838	40098
13838	49576
13839	16010
13840	16012
13841	16014
13842	16015
13843	16016
13844	16018
13844	17285
13845	16019
13846	16020
13847	16021
13848	16022
13848	20535
13849	16023
13850	16024
13851	16025
13852	16026
13853	16027
13854	16028
13855	16029
13856	16030
13856	53597
13857	16031
13857	21645
13858	16032
13859	16033
13860	16034
13861	16036
13862	16037
13863	16038
13864	16039
13865	16040
13866	16043
13866	29004
13866	55907
13867	16044
13867	51212
13868	16045
13869	16047
13869	52231
13870	16049
13870	16350
13871	16050
13872	16053
13873	16055
13874	16056
13874	35758
13875	16057
13876	16058
13877	16059
13878	16060
13879	16061
13880	16063
13880	44069
13881	16064
13882	16066
13883	16067
13884	16070
13885	16071
13886	16072
13887	16073
13888	16074
13889	16075
13890	16076
13890	26319
13890	32705
13890	41108
13891	16077
13891	34514
13892	16080
13893	16081
13894	16082
13895	16083
13895	21844
13895	52523
13895	55327
13896	16084
13897	16085
13898	16086
13899	16087
13899	33309
13899	49038
13900	16088
13901	16090
13902	16092
13903	16093
13904	16095
13905	16097
13906	16099
13907	16100
13908	16101
13909	16102
13910	16104
13911	16105
13912	16106
13913	16107
13914	16108
13914	51947
13915	16109
13916	16110
13916	28272
13917	16111
13917	33422
13917	41706
13918	16113
13919	16114
13919	16323
13919	43192
13920	16116
13921	16117
13922	16118
13923	16119
13924	16120
13925	16122
13926	16123
13926	27537
13926	32813
13927	16125
13928	16126
13929	16128
13930	16129
13930	58785
13931	16130
13932	16131
13932	57492
13933	16132
13933	43254
13933	53496
13934	16135
13935	16136
13936	16137
13936	17233
13936	40172
13936	42014
13936	45143
13936	45230
13936	49302
13936	55235
13937	16138
13938	16139
13939	16141
13939	42852
13940	16142
13940	56874
13941	16143
13942	16144
13943	16145
13943	27984
13944	16146
13945	16148
13946	16149
13947	16150
13947	58063
13948	16151
13948	28458
13949	16152
13950	16153
13951	16154
13952	16155
13953	16156
13954	16157
13955	16158
13956	16159
13957	16160
13958	16162
13959	16163
13960	16164
13960	54217
13961	16165
13962	16166
13963	16167
13964	16170
13964	50067
13965	16173
13966	16175
13967	16176
13968	16177
13969	16178
13970	16179
13970	38421
13971	16180
13972	16181
13973	16182
13974	16183
13975	16184
13975	22993
13976	16185
13977	16186
13978	16189
13979	16190
13980	16191
13981	16194
13981	32894
13982	16195
13983	16196
13984	16197
13985	16199
13985	20460
13986	16201
13987	16202
13988	16203
13989	16204
13990	16205
13991	16206
13992	16207
13992	53087
13993	16208
13994	16210
13995	16211
13996	16213
13996	27113
13997	16214
13998	16215
13999	16216
14000	16217
14000	21724
14001	16218
14002	16219
14003	16220
14004	16221
14004	37964
14005	16222
14006	16223
14007	16226
14007	56221
14008	16227
14009	16228
14010	16229
14011	16230
14012	16231
14012	25831
14013	16232
14014	16233
14014	35714
14015	16234
14016	16235
14016	42727
14017	16236
14018	16237
14018	57666
14019	16238
14020	16239
14020	17570
14021	16241
14021	16678
14022	16242
14023	16243
14023	25470
14024	16244
14025	16247
14026	16248
14027	16249
14028	16250
14029	16251
14030	16253
14031	16254
14031	26642
14032	16255
14033	16256
14033	56984
14034	16257
14034	35171
14035	16259
14035	39155
14036	16260
14037	16262
14037	36701
14038	16263
14039	16264
14040	16265
14041	16267
14042	16268
14043	16269
14044	16270
14044	26348
14044	48087
14045	16271
14046	16272
14047	16274
14048	16275
14049	16276
14050	16277
14051	16278
14052	16279
14053	16280
14054	16281
14055	16282
14056	16283
14057	16284
14058	16285
14059	16286
14060	16287
14061	16288
14062	16290
14062	26831
14063	16291
14064	16292
14065	16293
14066	16294
14067	16295
14068	16296
14069	16297
14070	16298
14070	59944
14071	16300
14072	16301
14073	16302
14074	16303
14075	16306
14076	16307
14077	16308
14078	16309
14079	16311
14080	16312
14080	21885
14080	56716
14081	16313
14082	16314
14082	38165
14083	16315
14084	16316
14085	16318
14085	48918
14086	16319
14087	16320
14088	16321
14089	16324
14090	16325
14091	16326
14092	16328
14092	46533
14093	16329
14093	38842
14094	16330
14095	16331
14096	16333
14097	16334
14097	17415
14097	42239
14098	16336
14098	58321
14099	16337
14100	16338
14101	16339
14101	33306
14102	16342
14103	16343
14104	16344
14105	16345
14105	22063
14105	50536
14106	16346
14107	16348
14108	16353
14109	16354
14109	42164
14110	16355
14111	16356
14111	27398
14112	16357
14112	46529
14113	16358
14114	16359
14115	16360
14116	16361
14117	16362
14118	16363
14118	31171
14118	31417
14119	16364
14120	16365
14120	53974
14121	16366
14122	16368
14123	16370
14124	16371
14125	16373
14126	16375
14126	33737
14127	16377
14128	16378
14128	59712
14129	16379
14130	16380
14131	16381
14132	16382
14133	16383
14133	50230
14133	58969
14134	16384
14135	16386
14136	16387
14136	54235
14137	16388
14137	49810
14138	16389
14139	16390
14140	16393
14141	16394
14141	35845
14142	16395
14143	16397
14144	16398
14145	16399
14145	35084
14146	16401
14146	56466
14147	16402
14148	16403
14149	16404
14150	16405
14150	40665
14151	16406
14152	16407
14153	16408
14153	36178
14154	16409
14155	16410
14156	16411
14157	16412
14157	47171
14158	16413
14158	23608
14158	55151
14159	16414
14160	16415
14161	16416
14161	20327
14162	16418
14163	16419
14164	16420
14164	56606
14165	16422
14165	19648
14166	16423
14166	21824
14167	16424
14168	16425
14169	16426
14169	44774
14170	16427
14171	16428
14172	16429
14173	16431
14174	16432
14174	29020
14175	16433
14175	34410
14176	16434
14177	16437
14178	16438
14179	16439
14180	16440
14180	48375
14181	16441
14182	16443
14183	16445
14184	16446
14184	24877
14185	16447
14186	16448
14187	16450
14187	20253
14188	16451
14189	16452
14190	16453
14191	16454
14191	59663
14192	16455
14192	43309
14193	16457
14193	55497
14194	16458
14195	16459
14196	16460
14197	16461
14198	16462
14199	16464
14199	30277
14200	16465
14201	16466
14202	16467
14203	16468
14204	16470
14204	39886
14205	16471
14205	47017
14206	16472
14207	16473
14208	16474
14209	16475
14210	16476
14211	16478
14212	16482
14212	20549
14213	16484
14214	16485
14215	16486
14216	16487
14217	16488
14218	16489
14219	16490
14220	16491
14221	16492
14221	31693
14222	16493
14223	16494
14223	45788
14224	16496
14225	16497
14226	16498
14227	16499
14228	16500
14229	16501
14230	16503
14230	17197
14230	23379
14230	29035
14231	16505
14232	16506
14232	59208
14233	16508
14234	16509
14235	16510
14236	16511
14237	16512
14238	16513
14239	16514
14240	16515
14241	16517
14242	16518
14243	16519
14244	16520
14245	16521
14245	42589
14246	16522
14247	16523
14248	16524
14248	22438
14248	41716
14249	16525
14250	16528
14250	32739
14251	16529
14252	16531
14253	16532
14254	16533
14255	16534
14255	17128
14256	16535
14257	16536
14258	16537
14259	16539
14260	16540
14261	16541
14262	16542
14263	16543
14263	55637
14264	16544
14265	16546
14266	16547
14267	16548
14267	17516
14267	21878
14267	43431
14268	16549
14269	16550
14270	16551
14271	16552
14271	27152
14272	16554
14273	16555
14274	16556
14275	16557
14276	16558
14276	58834
14277	16559
14278	16560
14279	16561
14280	16562
14281	16563
14282	16564
14283	16565
14284	16566
14285	16567
14285	49711
14286	16569
14287	16570
14288	16571
14289	16574
14290	16575
14291	16576
14291	17946
14292	16577
14293	16579
14294	16581
14295	16582
14295	52470
14296	16583
14296	53275
14297	16584
14298	16585
14299	16587
14300	16588
14301	16589
14301	22009
14302	16590
14303	16591
14304	16592
14305	16593
14306	16594
14306	23499
14307	16596
14308	16597
14308	24534
14309	16598
14309	43056
14309	58350
14310	16601
14311	16602
14312	16603
14313	16604
14314	16606
14315	16607
14316	16608
14316	46060
14317	16609
14317	19974
14317	41487
14318	16610
14318	27414
14319	16611
14320	16614
14320	17531
14321	16615
14321	30417
14321	46766
14322	16616
14323	16617
14324	16618
14325	16619
14325	37513
14326	16620
14327	16621
14327	46202
14328	16622
14329	16623
14330	16624
14330	45976
14331	16625
14331	33750
14332	16626
14333	16627
14334	16628
14335	16629
14336	16630
14336	27001
14336	31558
14337	16631
14338	16632
14339	16634
14340	16635
14341	16637
14342	16638
14342	40485
14343	16639
14344	16640
14345	16643
14346	16644
14346	39411
14347	16645
14348	16646
14349	16647
14350	16648
14351	16649
14352	16650
14353	16651
14354	16653
14354	29308
14355	16654
14356	16655
14357	16656
14358	16657
14359	16658
14359	45792
14360	16660
14360	39705
14361	16661
14362	16662
14363	16665
14364	16666
14365	16667
14366	16668
14366	22991
14366	37245
14366	37959
14367	16669
14368	16670
14368	29866
14369	16671
14369	50290
14370	16672
14371	16673
14372	16674
14373	16675
14374	16676
14375	16677
14375	19422
14375	28722
14376	16679
14376	30805
14377	16680
14378	16681
14379	16683
14379	44806
14380	16684
14380	16825
14381	16685
14382	16686
14383	16687
14384	16688
14384	37905
14385	16689
14385	22156
14386	16690
14387	16691
14388	16692
14389	16693
14390	16694
14391	16695
14392	16696
14392	47978
14393	16697
14393	48401
14394	16699
14395	16700
14396	16702
14396	30052
14397	16703
14398	16704
14399	16705
14400	16706
14401	16707
14402	16709
14403	16710
14404	16711
14405	16713
14406	16714
14407	16716
14407	21215
14408	16717
14409	16718
14410	16719
14410	42211
14411	16720
14412	16722
14413	16723
14414	16724
14415	16725
14416	16726
14417	16727
14417	53181
14418	16728
14419	16730
14420	16731
14420	55826
14421	16732
14421	41015
14421	43333
14422	16733
14422	20871
14423	16734
14424	16735
14425	16737
14426	16738
14427	16741
14428	16742
14428	45566
14429	16743
14429	45468
14430	16744
14430	55026
14431	16745
14432	16746
14433	16747
14434	16748
14435	16749
14436	16750
14437	16751
14438	16752
14439	16753
14440	16754
14441	16756
14442	16757
14443	16758
14444	16761
14445	16762
14446	16763
14446	20334
14446	26197
14447	16766
14448	16767
14449	16770
14450	16771
14451	16772
14452	16773
14453	16774
14454	16775
14455	16778
14456	16779
14457	16780
14458	16781
14459	16782
14460	16783
14460	57292
14461	16784
14462	16785
14463	16786
14463	54365
14464	16789
14465	16790
14465	41220
14466	16791
14467	16793
14468	16794
14469	16795
14470	16798
14471	16799
14472	16800
14473	16801
14474	16802
14475	16803
14476	16804
14477	16805
14478	16806
14479	16808
14479	43295
14480	16810
14481	16813
14482	16814
14482	34060
14483	16815
14484	16816
14485	16817
14485	31043
14486	16818
14487	16819
14487	32872
14488	16820
14488	55560
14488	56068
14488	57417
14489	16821
14490	16822
14491	16824
14491	41579
14491	58385
14492	16827
14492	38673
14493	16828
14494	16829
14494	26892
14495	16831
14495	19787
14495	42788
14496	16832
14496	18546
14497	16833
14497	50300
14498	16837
14499	16838
14500	16839
14501	16840
14502	16841
14503	16842
14504	16843
14505	16845
14506	16846
14507	16847
14507	18033
14508	16848
14508	22050
14509	16849
14509	54469
14510	16850
14510	35740
14511	16852
14511	17557
14512	16853
14513	16854
14514	16855
14514	26388
14515	16856
14516	16857
14517	16859
14517	36947
14518	16860
14519	16861
14520	16862
14520	51355
14521	16863
14521	43980
14522	16864
14523	16865
14524	16866
14525	16868
14526	16869
14526	31770
14526	39175
14526	56146
14527	16870
14528	16871
14528	25197
14528	35258
14529	16872
14529	34425
14530	16873
14531	16875
14532	16877
14533	16881
14534	16882
14534	44551
14535	16883
14535	38214
14535	50124
14536	16884
14537	16885
14538	16886
14539	16887
14539	47823
14540	16888
14540	49401
14541	16889
14541	45292
14541	52419
14542	16890
14543	16891
14544	16892
14545	16894
14546	16895
14547	16896
14547	52724
14548	16897
14549	16898
14549	33200
14550	16899
14551	16900
14551	24246
14551	45670
14552	16901
14553	16902
14553	41422
14553	44492
14554	16903
14555	16904
14556	16905
14556	29530
14557	16907
14557	17720
14557	57154
14558	16909
14559	16910
14559	24548
14560	16911
14561	16912
14562	16913
14562	47039
14563	16914
14563	36578
14563	42774
14564	16915
14565	16916
14566	16917
14567	16919
14568	16920
14568	54945
14569	16921
14570	16922
14571	16923
14572	16925
14573	16926
14574	16928
14575	16929
14575	28082
14576	16930
14577	16931
14578	16932
14579	16933
14580	16934
14581	16935
14582	16936
14583	16937
14584	16938
14585	16939
14586	16940
14587	16941
14588	16942
14589	16943
14590	16946
14591	16947
14591	22264
14592	16948
14593	16949
14593	53158
14594	16950
14595	16952
14596	16953
14596	47564
14597	16954
14598	16955
14599	16957
14600	16958
14601	16959
14602	16960
14602	57476
14603	16961
14604	16962
14605	16963
14606	16964
14607	16965
14607	20609
14608	16966
14609	16967
14610	16968
14611	16969
14611	38403
14612	16970
14613	16971
14614	16972
14615	16973
14616	16974
14617	16975
14618	16976
14619	16977
14619	25758
14619	46088
14620	16978
14621	16979
14622	16980
14622	21425
14622	46649
14623	16981
14624	16983
14625	16985
14626	16986
14626	53740
14627	16987
14627	36530
14628	16988
14629	16989
14630	16990
14631	16991
14631	43656
14632	16993
14633	16994
14634	16995
14635	16996
14636	16997
14636	57012
14637	16999
14638	17000
14639	17001
14640	17002
14641	17003
14641	20565
14642	17004
14643	17005
14644	17006
14645	17007
14646	17008
14647	17009
14648	17010
14648	28698
14649	17011
14650	17012
14651	17014
14652	17015
14653	17017
14654	17018
14655	17019
14656	17020
14656	17870
14657	17021
14658	17022
14659	17024
14660	17025
14661	17026
14661	35257
14662	17027
14663	17029
14664	17030
14664	30069
14665	17032
14665	21949
14665	27255
14666	17034
14667	17035
14668	17036
14669	17037
14670	17038
14670	18814
14670	47117
14671	17039
14671	31096
14672	17040
14673	17041
14674	17042
14675	17043
14675	30870
14675	36702
14675	37928
14676	17044
14677	17045
14678	17046
14679	17047
14680	17048
14681	17049
14682	17050
14683	17051
14684	17052
14684	35044
14685	17053
14686	17054
14687	17055
14687	22525
14688	17056
14688	33078
14689	17058
14690	17059
14691	17060
14692	17061
14693	17062
14694	17063
14695	17064
14696	17065
14697	17066
14698	17067
14699	17070
14700	17071
14701	17072
14701	28229
14702	17073
14703	17074
14703	18251
14703	22714
14704	17075
14705	17076
14706	17077
14706	55809
14707	17079
14707	20381
14708	17080
14709	17081
14709	21615
14709	30808
14710	17082
14711	17083
14711	47851
14712	17084
14712	55493
14712	58883
14713	17085
14714	17086
14715	17087
14716	17088
14717	17090
14718	17091
14719	17093
14720	17094
14721	17095
14722	17096
14723	17097
14724	17098
14725	17099
14726	17100
14727	17101
14728	17102
14729	17103
14729	51595
14730	17104
14731	17105
14731	49748
14732	17106
14732	47858
14733	17107
14734	17108
14735	17109
14736	17110
14737	17111
14737	37728
14737	46440
14738	17112
14739	17113
14739	43437
14740	17114
14741	17115
14742	17116
14743	17117
14744	17119
14744	34385
14745	17121
14746	17122
14747	17123
14748	17125
14749	17126
14750	17127
14750	51433
14751	17129
14752	17130
14753	17131
14753	35729
14754	17132
14755	17133
14756	17134
14757	17135
14758	17136
14759	17137
14760	17138
14761	17139
14762	17140
14763	17141
14764	17142
14765	17143
14766	17144
14766	58022
14767	17145
14768	17146
14768	53362
14769	17147
14770	17148
14771	17149
14772	17150
14773	17151
14773	48388
14774	17152
14775	17153
14776	17154
14777	17155
14778	17156
14779	17157
14780	17158
14781	17159
14782	17162
14782	28150
14782	36030
14783	17163
14784	17164
14784	41926
14785	17165
14785	53935
14786	17167
14786	55083
14787	17168
14788	17170
14788	21353
14789	17171
14790	17172
14790	30108
14791	17174
14792	17177
14793	17178
14793	46749
14794	17180
14795	17181
14796	17182
14797	17183
14798	17185
14799	17186
14800	17187
14801	17188
14802	17190
14802	48359
14803	17191
14804	17192
14805	17193
14805	21731
14805	53966
14806	17194
14806	35612
14807	17195
14808	17196
14808	21631
14809	17198
14810	17199
14811	17200
14812	17201
14812	46812
14813	17203
14814	17204
14815	17206
14815	21277
14815	33499
14816	17207
14817	17208
14818	17209
14818	18610
14818	28571
14818	32742
14818	34224
14818	46960
14819	17211
14820	17212
14820	52885
14821	17213
14822	17215
14823	17216
14823	42293
14824	17217
14825	17218
14826	17219
14827	17220
14828	17221
14829	17222
14829	40842
14829	45563
14830	17225
14831	17226
14832	17227
14832	36633
14833	17228
14834	17229
14835	17230
14836	17231
14837	17232
14838	17234
14839	17235
14839	24875
14840	17236
14840	28325
14840	59397
14841	17237
14842	17238
14843	17239
14844	17240
14845	17241
14846	17242
14846	17272
14847	17243
14847	47684
14848	17244
14849	17245
14850	17246
14851	17247
14852	17248
14853	17249
14854	17252
14854	39226
14854	59058
14855	17254
14856	17255
14857	17256
14858	17257
14859	17258
14859	55427
14859	58516
14860	17259
14861	17261
14862	17262
14863	17263
14863	32987
14864	17264
14865	17265
14866	17266
14867	17267
14867	43560
14868	17268
14869	17269
14869	29245
14870	17270
14871	17271
14872	17273
14873	17274
14873	29397
14873	35696
14874	17275
14875	17276
14876	17277
14876	44233
14877	17278
14878	17279
14878	41924
14879	17280
14880	17281
14881	17282
14882	17283
14883	17284
14884	17286
14885	17287
14885	43774
14886	17288
14886	19894
14887	17289
14887	41425
14888	17290
14888	47107
14889	17291
14889	30088
14889	30253
14889	32619
14890	17292
14891	17293
14892	17294
14893	17296
14894	17297
14894	54465
14895	17298
14896	17300
14897	17301
14898	17303
14899	17305
14900	17306
14901	17307
14902	17308
14903	17309
14903	24382
14904	17310
14905	17311
14906	17312
14907	17313
14908	17314
14909	17315
14910	17316
14911	17317
14912	17318
14913	17319
14914	17320
14915	17321
14916	17322
14917	17323
14918	17325
14919	17326
14920	17328
14921	17329
14922	17330
14923	17332
14924	17333
14924	36516
14925	17334
14926	17336
14927	17337
14928	17339
14929	17340
14930	17342
14931	17343
14932	17344
14932	47522
14933	17345
14934	17347
14935	17350
14936	17351
14937	17352
14938	17353
14939	17354
14940	17355
14940	27431
14941	17356
14942	17357
14942	50824
14943	17358
14943	49686
14944	17359
14945	17361
14946	17363
14947	17364
14948	17365
14949	17366
14950	17367
14951	17368
14952	17369
14952	39602
14953	17370
14954	17371
14955	17372
14956	17373
14956	25433
14957	17374
14957	56335
14958	17375
14959	17376
14960	17377
14961	17378
14962	17379
14963	17380
14964	17381
14965	17382
14966	17383
14966	46688
14967	17384
14968	17385
14969	17386
14969	21080
14970	17388
14970	27917
14970	42104
14971	17389
14972	17390
14973	17391
14974	17392
14974	29611
14974	48738
14975	17393
14976	17394
14977	17395
14978	17396
14979	17397
14980	17398
14981	17399
14982	17400
14983	17402
14983	28956
14984	17403
14985	17404
14986	17405
14987	17406
14987	52374
14988	17407
14988	18304
14989	17408
14990	17410
14990	41868
14991	17411
14991	27995
14992	17412
14993	17413
14994	17414
14995	17417
14996	17418
14997	17419
14998	17420
14999	17422
14999	27208
15000	17424
15001	17425
15002	17426
15003	17427
15004	17428
15005	17429
15005	54394
15006	17430
15007	17433
15008	17434
15009	17435
15009	34621
15010	17436
15010	39284
15011	17437
15011	31813
15012	17438
15013	17439
15014	17440
15015	17441
15016	17443
15017	17444
15017	57859
15017	59859
15018	17445
15019	17446
15020	17447
15021	17448
15022	17450
15023	17451
15024	17453
15024	22560
15025	17454
15026	17455
15027	17456
15028	17458
15028	23587
15028	27103
15029	17459
15030	17460
15031	17462
15032	17463
15032	22511
15033	17466
15034	17467
15035	17468
15036	17469
15037	17470
15038	17471
15039	17472
15040	17473
15041	17474
15041	39575
15042	17475
15042	49300
15043	17476
15043	28265
15044	17477
15045	17478
15046	17479
15047	17480
15047	55169
15048	17481
15049	17482
15050	17483
15050	53079
15051	17485
15052	17486
15053	17487
15054	17489
15055	17491
15056	17492
15057	17493
